# mass	sfr	metal
9.095582962036132812e+00 -7.222298979759216309e-01 8.323065757751464844e+00
1.010521697998046875e+01 4.869200885295867920e-01 9.076413154602050781e+00
1.048735141754150391e+01 8.391500711441040039e-01 9.170205116271972656e+00
9.487290382385253906e+00 -1.535299122333526611e-01 8.756778717041015625e+00
9.765281677246093750e+00 -5.316299200057983398e-01 9.001538276672363281e+00
6.101085662841796875e+00 -2.797199964523315430e+00 9.178833961486816406e+00
9.792309761047363281e+00 -1.101399064064025879e-01 8.571150779724121094e+00
1.045301246643066406e+01 1.442300975322723389e-01 9.032158851623535156e+00
1.070101356506347656e+01 7.375600934028625488e-01 9.064171791076660156e+00
1.035788536071777344e+01 1.720501035451889038e-01 8.926487922668457031e+00
8.815518379211425781e+00 -9.460598826408386230e-01 8.662914276123046875e+00
9.733638763427734375e+00 5.032200813293457031e-01 8.659507751464843750e+00
1.022849273681640625e+01 1.326980113983154297e+00 9.193158149719238281e+00
8.541245460510253906e+00 -8.409098982810974121e-01 8.258347511291503906e+00
9.030832290649414062e+00 -7.146399021148681641e-01 8.479425430297851562e+00
9.717244148254394531e+00 4.934000968933105469e-01 8.724758148193359375e+00
9.456954956054687500e+00 -1.728298962116241455e-01 8.949399948120117188e+00
9.665101051330566406e+00 9.226601123809814453e-01 8.386281013488769531e+00
9.264830589294433594e+00 6.883500814437866211e-01 8.248675346374511719e+00
9.796250343322753906e+00 3.936009481549263000e-02 8.792671203613281250e+00
1.079827499389648438e+01 1.138900041580200195e+00 9.015284538269042969e+00
1.037086963653564453e+01 5.258101224899291992e-01 9.065546035766601562e+00
9.691121101379394531e+00 5.207009240984916687e-02 8.783290863037109375e+00
9.051939964294433594e+00 -6.454998850822448730e-01 8.510716438293457031e+00
8.978649139404296875e+00 -3.880499005317687988e-01 8.526510238647460938e+00
1.048855400085449219e+01 8.197001218795776367e-01 9.114373207092285156e+00
8.672770500183105469e+00 -9.051499366760253906e-01 8.326828956604003906e+00
1.077537536621093750e+01 5.891600847244262695e-01 8.729763984680175781e+00
9.219889640808105469e+00 -3.205198943614959717e-01 8.724431037902832031e+00
8.972598075866699219e+00 -6.731998920440673828e-01 8.455344200134277344e+00
1.045529937744140625e+01 7.800800800323486328e-01 8.964862823486328125e+00
1.019969272613525391e+01 5.577501058578491211e-01 8.982402801513671875e+00
1.063802051544189453e+01 3.611401021480560303e-01 9.055629730224609375e+00
9.803707122802734375e+00 1.636800915002822876e-01 9.063161849975585938e+00
9.040867805480957031e+00 -5.475499033927917480e-01 8.593354225158691406e+00
1.099432468414306641e+01 1.251530051231384277e+00 9.106670379638671875e+00
9.924472808837890625e+00 -2.435299009084701538e-01 9.029463768005371094e+00
9.802762985229492188e+00 2.322009392082691193e-02 8.870457649230957031e+00
9.990874290466308594e+00 2.072700858116149902e-01 8.824533462524414062e+00
1.022642898559570312e+01 6.070401072502136230e-01 8.966788291931152344e+00
1.050519275665283203e+01 4.403701126575469971e-01 9.117426872253417969e+00
9.916351318359375000e+00 -5.692698955535888672e-01 8.961291313171386719e+00
8.265551567077636719e+00 -5.682898759841918945e-01 8.510892868041992188e+00
8.924941062927246094e+00 -1.076119899749755859e+00 8.470502853393554688e+00
9.835580825805664062e+00 1.012300923466682434e-01 8.926661491394042969e+00
1.025537872314453125e+01 4.189901053905487061e-01 9.250070571899414062e+00
1.060246658325195312e+01 1.285120129585266113e+00 9.208466529846191406e+00
9.833619117736816406e+00 1.519600898027420044e-01 8.820521354675292969e+00
1.067414569854736328e+01 8.389400839805603027e-01 9.165001869201660156e+00
9.744386672973632812e+00 2.015800923109054565e-01 8.841217994689941406e+00
1.104095268249511719e+01 3.393600881099700928e-01 9.206134796142578125e+00
1.046819305419921875e+01 8.767800927162170410e-01 9.050835609436035156e+00
1.055096721649169922e+01 5.301901102066040039e-01 9.128857612609863281e+00
1.027551078796386719e+01 3.090500831604003906e-01 8.900831222534179688e+00
1.031034755706787109e+01 4.423000812530517578e-01 9.076860427856445312e+00
1.022976016998291016e+01 -9.079904295504093170e-03 9.031848907470703125e+00
1.068935966491699219e+01 8.768500685691833496e-01 9.053568840026855469e+00
1.062012386322021484e+01 1.224110126495361328e+00 9.076920509338378906e+00
1.044605255126953125e+01 7.113301157951354980e-01 9.185399055480957031e+00
9.893873214721679688e+00 -1.352990604937076569e-02 9.097577095031738281e+00
9.963304519653320312e+00 1.713100969791412354e-01 9.089647293090820312e+00
1.036098194122314453e+01 4.766401052474975586e-01 9.015091896057128906e+00
8.708795547485351562e+00 -9.394699335098266602e-01 8.272161483764648438e+00
8.855875015258789062e+00 -5.990099310874938965e-01 8.479765892028808594e+00
1.092620277404785156e+01 1.275850057601928711e+00 9.170763015747070312e+00
8.860230445861816406e+00 -6.862499117851257324e-01 8.587528228759765625e+00
1.049636650085449219e+01 -4.868099093437194824e-01 9.079421043395996094e+00
9.683192253112792969e+00 -4.074799120426177979e-01 8.729642868041992188e+00
9.249143600463867188e+00 1.596301048994064331e-01 8.592906951904296875e+00
1.083295059204101562e+01 5.024800896644592285e-01 9.070310592651367188e+00
9.974301338195800781e+00 1.918900907039642334e-01 8.962945938110351562e+00
9.736680030822753906e+00 -4.330199062824249268e-01 8.641201019287109375e+00
9.477874755859375000e+00 -9.367499351501464844e-01 8.710041046142578125e+00
9.863692283630371094e+00 -6.318998932838439941e-01 8.657584190368652344e+00
9.167100906372070312e+00 -2.927798926830291748e-01 8.527173042297363281e+00
1.037398719787597656e+01 2.588101029396057129e-01 9.162817955017089844e+00
1.002577495574951172e+01 -8.060991019010543823e-02 8.923219680786132812e+00
1.033894729614257812e+01 5.109400749206542969e-01 9.139352798461914062e+00
9.715233802795410156e+00 1.986600905656814575e-01 8.804071426391601562e+00
8.704803466796875000e+00 -8.418399095535278320e-01 8.429393768310546875e+00
1.057908821105957031e+01 6.574600934982299805e-01 9.153565406799316406e+00
9.311133384704589844e+00 -5.194998979568481445e-01 8.819023132324218750e+00
9.701159477233886719e+00 2.253401130437850952e-01 9.020936012268066406e+00
9.894289970397949219e+00 -1.609099060297012329e-01 8.912798881530761719e+00
9.830765724182128906e+00 5.992600917816162109e-01 8.464200019836425781e+00
1.039863872528076172e+01 5.794700980186462402e-01 9.100526809692382812e+00
9.804599761962890625e+00 2.591009251773357391e-02 8.795369148254394531e+00
9.314088821411132812e+00 1.105270028114318848e+00 8.398770332336425781e+00
9.731543540954589844e+00 -3.142799139022827148e-01 8.971194267272949219e+00
1.021099567413330078e+01 -2.865999042987823486e-01 8.749748229980468750e+00
9.912791252136230469e+00 -4.825990647077560425e-02 8.967350006103515625e+00
9.202337265014648438e+00 -2.687699198722839355e-01 8.368485450744628906e+00
9.938723564147949219e+00 2.424400895833969116e-01 8.969499588012695312e+00
1.053241443634033203e+01 7.609400749206542969e-01 9.055338859558105469e+00
1.094214820861816406e+01 9.077700972557067871e-01 9.122352600097656250e+00
1.040563297271728516e+01 3.971400856971740723e-01 9.070839881896972656e+00
8.915163040161132812e+00 -6.727098822593688965e-01 8.373112678527832031e+00
1.021140480041503906e+01 3.294301033020019531e-01 9.001495361328125000e+00
1.027873706817626953e+01 6.767100691795349121e-01 9.128800392150878906e+00
1.004755878448486328e+01 3.062000870704650879e-01 9.079551696777343750e+00
1.034827709197998047e+01 2.919701039791107178e-01 9.029897689819335938e+00
9.712360382080078125e+00 4.955009371042251587e-02 8.917469024658203125e+00
9.760175704956054688e+00 -1.115990616381168365e-02 8.917609214782714844e+00
9.059277534484863281e+00 -3.609299063682556152e-01 8.675769805908203125e+00
1.006580066680908203e+01 5.877200961112976074e-01 8.818032264709472656e+00
1.020502948760986328e+01 4.840200841426849365e-01 9.016888618469238281e+00
9.812146186828613281e+00 -2.389599084854125977e-01 8.910875320434570312e+00
9.256104469299316406e+00 2.569009736180305481e-02 8.669985771179199219e+00
1.055465030670166016e+01 7.691500782966613770e-01 9.199406623840332031e+00
1.002641296386718750e+01 7.337300777435302734e-01 8.853394508361816406e+00
1.123799419403076172e+01 1.205520153045654297e+00 8.991206169128417969e+00
9.783165931701660156e+00 -9.991990774869918823e-02 8.986521720886230469e+00
9.101629257202148438e+00 -7.403299212455749512e-01 8.550566673278808594e+00
1.007995414733886719e+01 3.532600998878479004e-01 9.045917510986328125e+00
1.092465114593505859e+01 4.141700863838195801e-01 8.987467765808105469e+00
9.446205139160156250e+00 -5.568398833274841309e-01 8.574066162109375000e+00
9.029238700866699219e+00 -4.354599118232727051e-01 8.629365921020507812e+00
1.040670871734619141e+01 6.813501119613647461e-01 9.017378807067871094e+00
1.083255863189697266e+01 9.250301122665405273e-01 9.048916816711425781e+00
8.722783088684082031e+00 -9.621699452400207520e-01 8.313534736633300781e+00
9.077817916870117188e+00 -1.622729897499084473e+00 8.537845611572265625e+00
9.487026214599609375e+00 1.356800943613052368e-01 8.509377479553222656e+00
9.916261672973632812e+00 2.537500858306884766e-01 8.858628273010253906e+00
8.660260200500488281e+00 -1.701370000839233398e+00 8.933701515197753906e+00
9.386775016784667969e+00 6.351100802421569824e-01 8.253891944885253906e+00
1.021775722503662109e+01 5.757200717926025391e-01 8.858074188232421875e+00
1.007802772521972656e+01 2.418500930070877075e-01 9.101417541503906250e+00
9.912403106689453125e+00 -6.401898860931396484e-01 8.920796394348144531e+00
1.014360046386718750e+01 -5.419903900474309921e-03 9.010255813598632812e+00
9.081556320190429688e+00 -5.171698927879333496e-01 8.350429534912109375e+00
9.942038536071777344e+00 -1.983899027109146118e-01 8.978659629821777344e+00
9.326828002929687500e+00 2.530700862407684326e-01 8.646456718444824219e+00
8.938180923461914062e+00 -6.919699311256408691e-01 8.459766387939453125e+00
6.821703910827636719e+00 -2.083619832992553711e+00 7.947080135345458984e+00
9.210374832153320312e+00 -3.432499170303344727e-01 8.322996139526367188e+00
9.344779968261718750e+00 -1.682799011468887329e-01 8.635405540466308594e+00
9.583248138427734375e+00 -1.040699958801269531e+00 9.044548034667968750e+00
1.074946880340576172e+01 5.450400710105895996e-01 8.966633796691894531e+00
1.023869037628173828e+01 1.295010089874267578e+00 8.838285446166992188e+00
1.006953334808349609e+01 1.123600900173187256e-01 9.028126716613769531e+00
9.520088195800781250e+00 2.902009710669517517e-02 8.806601524353027344e+00
1.008222579956054688e+01 2.741900980472564697e-01 8.982440948486328125e+00
8.854358673095703125e+00 -5.753499269485473633e-01 8.596364021301269531e+00
9.558231353759765625e+00 -4.041998982429504395e-01 8.791314125061035156e+00
9.765387535095214844e+00 2.857001125812530518e-01 8.810363769531250000e+00
9.698630332946777344e+00 4.686009511351585388e-02 8.795166969299316406e+00
1.059708023071289062e+01 8.277601003646850586e-01 9.128353118896484375e+00
8.735497474670410156e+00 -5.668098926544189453e-01 8.596158981323242188e+00
1.022071647644042969e+01 2.946000993251800537e-01 9.078694343566894531e+00
1.011241054534912109e+01 3.171401023864746094e-01 8.919528961181640625e+00
9.123947143554687500e+00 -5.173099040985107422e-01 8.607629776000976562e+00
1.067590904235839844e+01 3.063701093196868896e-01 8.864925384521484375e+00
1.034830570220947266e+01 5.731601119041442871e-01 9.027154922485351562e+00
8.717391014099121094e+00 -2.401598989963531494e-01 8.224756240844726562e+00
9.995078086853027344e+00 1.703500896692276001e-01 8.738694190979003906e+00
1.060748004913330078e+01 9.014101028442382812e-01 9.033773422241210938e+00
1.005693149566650391e+01 9.967200756072998047e-01 8.747587203979492188e+00
1.048886871337890625e+01 6.332800984382629395e-01 9.131623268127441406e+00
9.484306335449218750e+00 -3.842498958110809326e-01 8.630241394042968750e+00
1.074205207824707031e+01 2.677900791168212891e-01 9.000175476074218750e+00
1.025730323791503906e+01 -4.556899070739746094e-01 8.451470375061035156e+00
9.294541358947753906e+00 -3.156698942184448242e-01 8.432857513427734375e+00
1.013916110992431641e+01 -4.251299202442169189e-01 9.063299179077148438e+00
9.418869972229003906e+00 2.491009421646595001e-02 8.622522354125976562e+00
1.081674385070800781e+01 1.377830147743225098e+00 9.101657867431640625e+00
8.277334213256835938e+00 -1.087069988250732422e+00 8.402979850769042969e+00
9.569047927856445312e+00 6.615600585937500000e-01 8.650594711303710938e+00
1.045925140380859375e+01 5.592101216316223145e-01 9.062023162841796875e+00
1.034681606292724609e+01 2.377700954675674438e-01 9.117573738098144531e+00
1.004518413543701172e+01 2.103101015090942383e-01 9.020456314086914062e+00
9.246767997741699219e+00 -6.555399298667907715e-01 8.853550910949707031e+00
1.034091186523437500e+01 4.731101095676422119e-01 8.995238304138183594e+00
1.062155246734619141e+01 5.681300759315490723e-01 9.139864921569824219e+00
9.887151718139648438e+00 5.460091866552829742e-03 9.087426185607910156e+00
9.945931434631347656e+00 4.261600971221923828e-01 8.932722091674804688e+00
9.947709083557128906e+00 -7.903099060058593750e-01 8.702037811279296875e+00
9.192967414855957031e+00 -6.928999423980712891e-01 8.561466217041015625e+00
9.707171440124511719e+00 -1.075299009680747986e-01 8.903807640075683594e+00
9.826756477355957031e+00 5.967301130294799805e-01 8.788271903991699219e+00
1.021072959899902344e+01 5.351800918579101562e-01 9.089045524597167969e+00
1.012026405334472656e+01 -9.988990426063537598e-02 8.995599746704101562e+00
1.027782535552978516e+01 3.139100968837738037e-01 8.994875907897949219e+00
9.991259574890136719e+00 9.583501219749450684e-01 8.842360496520996094e+00
1.040893554687500000e+01 2.663300931453704834e-01 8.982556343078613281e+00
8.491283416748046875e+00 -1.366389989852905273e+00 8.449927330017089844e+00
1.050514888763427734e+01 9.757009148597717285e-02 9.147341728210449219e+00
1.057118225097656250e+01 6.266400814056396484e-01 8.970211029052734375e+00
1.046497344970703125e+01 7.892301082611083984e-01 8.938319206237792969e+00
9.544992446899414062e+00 -1.210799068212509155e-01 9.066002845764160156e+00
8.851611137390136719e+00 -1.049539923667907715e+00 8.673973083496093750e+00
1.047135162353515625e+01 6.192001104354858398e-01 9.088481903076171875e+00
1.038177967071533203e+01 8.605300784111022949e-01 9.143918991088867188e+00
9.874513626098632812e+00 1.156900897622108459e-01 8.840054512023925781e+00
9.320391654968261719e+00 -4.453399181365966797e-01 8.729557037353515625e+00
9.888997077941894531e+00 5.634300708770751953e-01 8.712419509887695312e+00
1.011549472808837891e+01 2.387200891971588135e-01 8.912463188171386719e+00
1.039992523193359375e+01 7.113000750541687012e-01 9.008929252624511719e+00
1.077251243591308594e+01 8.856900930404663086e-01 9.198092460632324219e+00
9.483548164367675781e+00 3.276009485125541687e-02 8.605270385742187500e+00
9.012559890747070312e+00 1.249300912022590637e-01 8.619818687438964844e+00
1.072684478759765625e+01 1.076530098915100098e+00 9.063028335571289062e+00
9.884135246276855469e+00 4.199009388685226440e-02 8.939259529113769531e+00
9.897889137268066406e+00 -2.061990462243556976e-02 9.070535659790039062e+00
1.046897411346435547e+01 8.812000751495361328e-01 9.120429039001464844e+00
1.036645126342773438e+01 3.792200982570648193e-01 9.056651115417480469e+00
1.011827182769775391e+01 -1.872698962688446045e-01 8.930696487426757812e+00
9.472328186035156250e+00 -8.618991076946258545e-02 8.950286865234375000e+00
1.010889720916748047e+01 3.761801123619079590e-01 8.983803749084472656e+00
9.890721321105957031e+00 3.170301020145416260e-01 8.629783630371093750e+00
9.966209411621093750e+00 9.445500969886779785e-01 8.979315757751464844e+00
1.092162895202636719e+01 1.050050139427185059e+00 9.096604347229003906e+00
1.066580486297607422e+01 1.143770098686218262e+00 9.050519943237304688e+00
8.953103065490722656e+00 -3.915899097919464111e-01 8.478014945983886719e+00
1.010303020477294922e+01 6.920009106397628784e-02 9.128419876098632812e+00
1.065379810333251953e+01 1.064330101013183594e+00 9.159558296203613281e+00
1.066563796997070312e+01 1.219500973820686340e-01 8.915867805480957031e+00
9.674266815185546875e+00 -2.480399012565612793e-01 8.733134269714355469e+00
1.077019596099853516e+01 7.009500861167907715e-01 8.951957702636718750e+00
9.496129989624023438e+00 -2.644098997116088867e-01 8.707715034484863281e+00
9.681670188903808594e+00 4.007800817489624023e-01 8.810913085937500000e+00
9.576121330261230469e+00 3.975400924682617188e-01 8.639216423034667969e+00
9.874470710754394531e+00 1.014300957322120667e-01 8.698335647583007812e+00
1.027511692047119141e+01 4.094500839710235596e-01 8.959227561950683594e+00
1.044201278686523438e+01 -3.092099130153656006e-01 8.915307044982910156e+00
9.185459136962890625e+00 -2.169899046421051025e-01 8.732486724853515625e+00
8.901538848876953125e+00 -4.103398919105529785e-01 8.273343086242675781e+00
1.057996559143066406e+01 9.232401251792907715e-01 9.118065834045410156e+00
9.293720245361328125e+00 -1.873499006032943726e-01 8.807220458984375000e+00
8.969403266906738281e+00 -9.678099155426025391e-01 8.293293952941894531e+00
1.062055015563964844e+01 9.118601083755493164e-01 9.142086982727050781e+00
1.039050292968750000e+01 9.401500821113586426e-01 8.996000289916992188e+00
1.052967453002929688e+01 7.872501015663146973e-01 9.037325859069824219e+00
1.014929008483886719e+01 5.050100684165954590e-01 9.006015777587890625e+00
9.644480705261230469e+00 2.073200941085815430e-01 8.711429595947265625e+00
8.574249267578125000e+00 -7.715299129486083984e-01 8.323772430419921875e+00
1.015113830566406250e+01 6.139801144599914551e-01 8.930945396423339844e+00
1.024308872222900391e+01 4.690600931644439697e-01 9.002604484558105469e+00
1.047292995452880859e+01 2.756001055240631104e-01 8.944198608398437500e+00
1.055549716949462891e+01 1.098600029945373535e+00 9.020025253295898438e+00
1.021158695220947266e+01 6.969801187515258789e-01 9.025683403015136719e+00
1.025239849090576172e+01 9.632101058959960938e-01 8.961152076721191406e+00
9.470014572143554688e+00 -3.966099023818969727e-01 8.697830200195312500e+00
8.724413871765136719e+00 4.250800907611846924e-01 8.610706329345703125e+00
1.072555637359619141e+01 5.068401098251342773e-01 9.223482131958007812e+00
9.134552955627441406e+00 -6.989399194717407227e-01 8.641281127929687500e+00
1.013237762451171875e+01 1.761700958013534546e-01 8.932664871215820312e+00
9.490574836730957031e+00 6.217009946703910828e-02 8.767454147338867188e+00
9.528432846069335938e+00 -8.562990278005599976e-02 8.715874671936035156e+00
1.051220607757568359e+01 3.930101096630096436e-01 8.994557380676269531e+00
9.898585319519042969e+00 1.782700866460800171e-01 8.901765823364257812e+00
1.012215232849121094e+01 1.427500993013381958e-01 8.918276786804199219e+00
1.094303989410400391e+01 1.215900063514709473e+00 9.167823791503906250e+00
1.075958728790283203e+01 8.847901225090026855e-01 9.160878181457519531e+00
9.887870788574218750e+00 -6.241599321365356445e-01 8.987445831298828125e+00
1.010586929321289062e+01 6.819500923156738281e-01 9.082898139953613281e+00
9.985289573669433594e+00 5.273401141166687012e-01 9.137029647827148438e+00
8.663603782653808594e+00 -5.561599135398864746e-01 8.164444923400878906e+00
9.389374732971191406e+00 -1.576499044895172119e-01 8.888197898864746094e+00
9.236557006835937500e+00 -4.777299165725708008e-01 8.599947929382324219e+00
1.108900260925292969e+01 1.592190146446228027e+00 9.198646545410156250e+00
9.776874542236328125e+00 1.351009868085384369e-02 8.810884475708007812e+00
1.016066074371337891e+01 2.913900911808013916e-01 9.006554603576660156e+00
1.025295448303222656e+01 7.789301276206970215e-01 8.990643501281738281e+00
9.316678047180175781e+00 -6.491098999977111816e-01 8.844511032104492188e+00
9.366848945617675781e+00 4.015009850263595581e-02 8.723028182983398438e+00
1.040070629119873047e+01 2.927300930023193359e-01 9.051940917968750000e+00
9.880078315734863281e+00 1.225600913166999817e-01 8.753770828247070312e+00
1.032086849212646484e+01 3.771700859069824219e-01 9.049710273742675781e+00
1.007646274566650391e+01 -2.131199091672897339e-01 8.935346603393554688e+00
1.006912040710449219e+01 5.830301046371459961e-01 9.014945030212402344e+00
7.878938674926757812e+00 -1.457409977912902832e+00 8.348038673400878906e+00
9.791650772094726562e+00 6.931009888648986816e-02 9.060462951660156250e+00
1.022597026824951172e+01 1.870200932025909424e-01 9.200434684753417969e+00
9.900676727294921875e+00 2.323200851678848267e-01 9.068117141723632812e+00
1.045506572723388672e+01 1.010150074958801270e+00 9.187661170959472656e+00
1.071592617034912109e+01 6.436200737953186035e-01 9.260674476623535156e+00
1.009332561492919922e+01 4.743300974369049072e-01 8.942606925964355469e+00
9.355923652648925781e+00 -9.694990515708923340e-02 8.564356803894042969e+00
9.739178657531738281e+00 -4.177799224853515625e-01 8.862040519714355469e+00
1.022289848327636719e+01 2.161300927400588989e-01 9.011896133422851562e+00
8.727258682250976562e+00 -8.633798956871032715e-01 8.565288543701171875e+00
9.482630729675292969e+00 -5.068399310111999512e-01 8.543581008911132812e+00
8.369144439697265625e+00 -1.626509904861450195e+00 8.346850395202636719e+00
8.922883033752441406e+00 -8.474299311637878418e-01 8.635535240173339844e+00
1.081460094451904297e+01 9.873201251029968262e-01 9.160369873046875000e+00
1.032737636566162109e+01 7.671501040458679199e-01 9.069093704223632812e+00
9.589756011962890625e+00 8.495600819587707520e-01 8.234156608581542969e+00
9.926700592041015625e+00 7.039009779691696167e-02 8.973930358886718750e+00
1.077377414703369141e+01 4.902800917625427246e-01 9.069086074829101562e+00
1.009818267822265625e+01 4.770500957965850830e-01 9.003106117248535156e+00
1.019498157501220703e+01 6.743009388446807861e-02 8.953531265258789062e+00
1.048436164855957031e+01 7.440701127052307129e-01 9.015055656433105469e+00
9.548232078552246094e+00 1.028600931167602539e-01 8.709424018859863281e+00
1.020371818542480469e+01 -6.447699069976806641e-01 8.907544136047363281e+00
1.037897300720214844e+01 3.354800939559936523e-01 9.105484008789062500e+00
9.563611984252929688e+00 9.517009556293487549e-02 8.742826461791992188e+00
1.014857482910156250e+01 2.307009510695934296e-02 8.854775428771972656e+00
9.908325195312500000e+00 1.102500930428504944e-01 8.906896591186523438e+00
9.643153190612792969e+00 -2.552699148654937744e-01 8.883304595947265625e+00
9.774160385131835938e+00 7.604010403156280518e-02 8.841900825500488281e+00
9.466137886047363281e+00 -4.043699204921722412e-01 8.747413635253906250e+00
8.858757972717285156e+00 -7.072598934173583984e-01 8.418230056762695312e+00
6.447745323181152344e+00 -1.746809959411621094e+00 9.008959770202636719e+00
9.882858276367187500e+00 -2.113799005746841431e-01 8.962037086486816406e+00
9.967302322387695312e+00 4.584501087665557861e-01 8.780139923095703125e+00
9.540933609008789062e+00 -3.882299065589904785e-01 8.911884307861328125e+00
9.255428314208984375e+00 -1.324198991060256958e-01 8.627779006958007812e+00
9.567746162414550781e+00 -3.654299080371856689e-01 9.018800735473632812e+00
1.024300861358642578e+01 7.419100999832153320e-01 9.163758277893066406e+00
9.345867156982421875e+00 2.035800963640213013e-01 8.541792869567871094e+00
9.703650474548339844e+00 -3.231098949909210205e-01 8.781478881835937500e+00
1.053469944000244141e+01 5.301600694656372070e-01 9.059097290039062500e+00
1.033146762847900391e+01 3.370800912380218506e-01 8.832609176635742188e+00
8.502967834472656250e+00 -1.199090003967285156e+00 8.826592445373535156e+00
9.778147697448730469e+00 5.491001009941101074e-01 8.833126068115234375e+00
1.057732963562011719e+01 8.272600769996643066e-01 9.163863182067871094e+00
1.034912776947021484e+01 5.026000738143920898e-01 9.122625350952148438e+00
1.033118343353271484e+01 2.782801091670989990e-01 9.020143508911132812e+00
1.001638031005859375e+01 8.790093474090099335e-03 8.963627815246582031e+00
1.027183818817138672e+01 3.125601112842559814e-01 9.060297966003417969e+00
9.744693756103515625e+00 -1.837999075651168823e-01 8.999628067016601562e+00
1.059221649169921875e+01 7.498300671577453613e-01 8.989653587341308594e+00
9.933686256408691406e+00 1.142500936985015869e-01 9.004623413085937500e+00
9.632540702819824219e+00 -3.175099194049835205e-01 8.585895538330078125e+00
1.035856342315673828e+01 -4.316298961639404297e-01 8.861572265625000000e+00
1.025854206085205078e+01 7.026500701904296875e-01 9.139870643615722656e+00
1.016890525817871094e+01 1.931009627878665924e-02 8.940496444702148438e+00
1.082137489318847656e+01 1.007330060005187988e+00 9.086766242980957031e+00
9.573432922363281250e+00 -5.012990534305572510e-02 8.850088119506835938e+00
1.065534210205078125e+01 9.612401127815246582e-01 9.140160560607910156e+00
1.052056121826171875e+01 -2.353990450501441956e-02 8.991110801696777344e+00
9.835152626037597656e+00 1.003700941801071167e-01 8.921430587768554688e+00
1.025726127624511719e+01 4.987601041793823242e-01 9.092766761779785156e+00
9.830341339111328125e+00 -2.911798954010009766e-01 9.027566909790039062e+00
1.035499477386474609e+01 9.263009577989578247e-02 9.044969558715820312e+00
1.035454177856445312e+01 7.475500702857971191e-01 8.987802505493164062e+00
7.260351181030273438e+00 -1.592769980430603027e+00 8.191420555114746094e+00
1.011637210845947266e+01 2.704300880432128906e-01 8.885379791259765625e+00
9.945188522338867188e+00 9.751009941101074219e-02 9.021320343017578125e+00
1.085850143432617188e+01 1.336610078811645508e+00 9.127731323242187500e+00
9.720520019531250000e+00 3.082009777426719666e-02 8.702720642089843750e+00
9.075171470642089844e+00 2.443000823259353638e-01 8.649353981018066406e+00
1.067771530151367188e+01 1.065710067749023438e+00 9.126225471496582031e+00
9.985462188720703125e+00 6.753010302782058716e-02 8.876751899719238281e+00
8.881907463073730469e+00 -4.334599077701568604e-01 8.491242408752441406e+00
8.328546524047851562e+00 -1.163599967956542969e+00 8.181253433227539062e+00
9.143717765808105469e+00 -4.438990354537963867e-02 8.626552581787109375e+00
1.000532817840576172e+01 3.949300944805145264e-01 8.932867050170898438e+00
1.023522567749023438e+01 2.564900815486907959e-01 8.993427276611328125e+00
9.621022224426269531e+00 -1.644799113273620605e-01 8.915337562561035156e+00
1.024239158630371094e+01 5.875601172447204590e-01 9.128558158874511719e+00
1.027288436889648438e+01 3.850700855255126953e-01 9.081708908081054688e+00
1.045448303222656250e+01 5.778700709342956543e-01 9.082575798034667969e+00
8.427090644836425781e+00 -8.985999226570129395e-01 8.504553794860839844e+00
9.011916160583496094e+00 -4.545099139213562012e-01 8.545023918151855469e+00
9.570571899414062500e+00 -2.924498915672302246e-01 8.986929893493652344e+00
1.011457347869873047e+01 1.155730128288269043e+00 8.658777236938476562e+00
9.991908073425292969e+00 5.435401201248168945e-01 8.999892234802246094e+00
9.731927871704101562e+00 -1.608099043369293213e-01 8.676897048950195312e+00
9.213625907897949219e+00 -7.733099460601806641e-01 8.525322914123535156e+00
1.091952991485595703e+01 9.808900952339172363e-01 9.060326576232910156e+00
1.048959350585937500e+01 5.018500685691833496e-01 8.910878181457519531e+00
1.037072086334228516e+01 7.417901158332824707e-01 9.117549896240234375e+00
9.320248603820800781e+00 -5.527198910713195801e-01 8.800375938415527344e+00
1.074237918853759766e+01 1.041030049324035645e+00 9.014363288879394531e+00
1.012362957000732422e+01 4.033300876617431641e-01 9.052829742431640625e+00
1.005224227905273438e+01 1.647600978612899780e-01 9.111385345458984375e+00
8.988891601562500000e+00 -1.789198964834213257e-01 8.509278297424316406e+00
1.008094406127929688e+01 2.290100902318954468e-01 9.061798095703125000e+00
9.876662254333496094e+00 6.202501058578491211e-01 8.843914985656738281e+00
1.061892890930175781e+01 9.413800835609436035e-01 9.143505096435546875e+00
1.002818679809570312e+01 4.631500840187072754e-01 8.880497932434082031e+00
1.042096138000488281e+01 5.920600891113281250e-01 9.099708557128906250e+00
9.861359596252441406e+00 -6.729908753186464310e-03 9.041993141174316406e+00
1.033383464813232422e+01 3.360601067543029785e-01 8.915875434875488281e+00
1.038116931915283203e+01 8.893501162528991699e-01 9.118710517883300781e+00
9.712679862976074219e+00 -3.058990277349948883e-02 8.900165557861328125e+00
1.044192981719970703e+01 7.152600884437561035e-01 9.144169807434082031e+00
8.657155036926269531e+00 -8.225299119949340820e-01 8.319476127624511719e+00
9.862358093261718750e+00 4.796700775623321533e-01 8.741919517517089844e+00
1.056087398529052734e+01 1.021750092506408691e+00 9.112006187438964844e+00
1.017193984985351562e+01 4.600701034069061279e-01 9.180456161499023438e+00
1.004241561889648438e+01 4.332800805568695068e-01 8.899842262268066406e+00
1.082854843139648438e+01 8.522500991821289062e-01 9.013140678405761719e+00
